File Name	X	Y	Z	V	SA	ZSA	XY	EV	PrintTime
scaled_X1.3RhinoHead	69.901	96.244	88.097	222851.021	24842.041	2188519.525	6727.556	592680.244	166.017
scaled_X1.3Rod	10.4	10.4	130.007	8266.182	5271.597	685341.835	108.16	14061.502	84.85
scaled_X1.3Skull	28.371	33.02	44.531	17762.246	5553.24	247290.463	936.818	41717.315	45.967
scaled_X1.3Snake	123.352	182.493	160.98	1554320.932	79374	12777663.73	22510.763	3623793.233	912.383
scaled_X1.3Squirrel	45.163	64.411	70.684	81550.093	11782.645	832839.749	2909.018	205619.862	81.933
scaled_X1.3Toy3	59.931	66.004	53.445	33147.001	11100.038	593246.105	3955.689	211413.443	72.95
scaled_X1.3Toy4	42.357	60.609	63.703	51480.903	10404.592	662799.574	2567.174	163535.687	61.117
scaled_X1.3Toy5	93.125	68.466	64.809	51476.726	12599.14	816533.965	6375.897	413213.645	77.633
scaled_X1.3Toy6	94.874	54.6	39	82501.879	15527.186	605560.236	5180.1	202023.895	95.967
scaled_X1.3Tyrannosaurus	21.084	108.799	38.612	11280.911	4834.611	186673.66	2293.976	88574.847	48.817
scaled_X1.3UnicornHead	65.379	116.961	86.688	141649.381	23531.375	2039893.305	7646.823	662889.551	139.883
scaled_X1.3Whale	390.291	170.627	96.725	653739.007	67766.461	6554682.395	66594.146	6441290.726	799.483
scaled_X1.3Wolf	255.379	77.326	156.156	674287.035	73972.18	11551235.12	19747.452	3083692.616	747.733
scaled_X1.4ARM	15.19	34.306	40.464	1465.516	1343.902	54379.426	521.105	21085.898	24.783
scaled_X1.4Body	36.4	31.495	42	18490.839	5110.438	214638.375	1146.4	48148.814	38.283
scaled_X1.4Bolt1	19.399	16.8	42	4322.511	2381.513	100023.533	325.902	13687.904	31.017
scaled_X1.4Bolt2	18.342	18.336	42	3608.755	2336.087	98115.64	336.311	14125.08	31.317
scaled_X1.4Bowl1	84	83.54	83.16	297240.483	31980.754	2659519.612	7017.356	583563.37	204.35
scaled_X1.4Bowl2	168	168	83.16	1158920.26	77323.898	6430255.677	28224	2347107.943	898.65
scaled_X1.4Bowl3	176.424	177.395	83.16	1432098.419	75843.297	6307128.846	31296.743	2602637.284	734.4
scaled_X1.4Bowl4	172.183	173.131	83.16	1422705.718	73006.469	6071218.209	29810.151	2479012.247	615.1
scaled_X1.4Brick1	22.4	33.6	14	5970.447	4367.963	61151.48	752.64	10536.959	21.8
scaled_X1.4Brick2	11.2	11.2	15.68	1224.118	1232.504	19325.664	125.44	1966.899	12.5
scaled_X1.4Brick3	22.12	22.12	15.96	3672.258	3740.088	59691.799	489.294	7809.139	17.717
scaled_X1.4BrownBear	24.824	81.936	46.209	27658.368	7240.977	334598.67	2033.992	93988.838	66.317
scaled_X1.4Camel	30.775	127.47	87.604	51934.901	14490.921	1269456.831	3922.864	343657.003	139.283
scaled_X1.4Cannon	112	53.2	79.801	181546.423	32572.396	2599322.816	5958.4	475488.664	256.6
scaled_X1.4Cat	124.623	66.828	92.853	226715.545	23347.313	2167860.274	8328.357	773310.146	196.1
scaled_X1.4Character1	119	165.2	184.8	471383.172	80369.141	14852217.43	19658.8	3632946.233	625.133
scaled_X1.4Character2	124.6	130.2	140	475489.331	82640.109	11569615.31	16222.919	2271208.719	674.85
scaled_X1.4ChessBishop	44.453	44.453	86.509	35108.012	9449.076	817432.174	1976.051	170946.666	76.533
scaled_X1.4ChessKing	51.106	51.106	108.92	53207.036	12121.488	1320274.886	2611.783	284475.872	99.55
scaled_X1.4ChessKnight	44.453	44.453	72.721	40990.011	9053.089	658346.228	1976.051	143699.688	67.533
scaled_X1.4ChessPawn	37.8	37.8	62.3	20661.467	6073.34	378369.068	1428.84	89016.727	53.75
scaled_X1.4ChristmasTree1	101.834	103.405	140	339358.251	36421.344	5098988.125	10530.118	1474216.523	222.117
scaled_X1.4ChristmasTree2	78.75	90.933	140	154592.645	23866.811	3341353.477	7160.958	1002534.123	136.417
scaled_X1.4Cow1	27.881	95.492	59.781	40493.637	8935.191	534155.48	2662.39	159160.559	75.7
scaled_X1.4Cow2	164.916	216.466	183.457	1645349.994	89263.109	16375908.27	35698.647	6549153.11	1124.45
scaled_X1.4Dino	58.126	96.125	82.929	112394.135	17529.34	1453690.505	5587.382	463355.936	130.467
scaled_X1.4Dog	38.932	137.971	109.943	101949.455	21162.504	2326660.788	5371.435	590549.549	184.45
scaled_X1.4Dolphin	30.186	105.761	31.141	14225.04	4846.06	150908.917	3192.539	99417.38	39.9
scaled_X1.4ElephantHead	148.307	186.497	93.9	343784.112	47297.148	4441217.466	27658.857	2597175.553	421.35
scaled_X1.4Frog	90.229	69.711	30.581	28983.824	9063.27	277159.829	6289.946	192350.046	64.367
scaled_X1.4Giraffe	98.442	71.212	109.868	100490.632	17665.535	1940873.58	7010.288	770204.929	130.85
scaled_X1.4GreatWhite	12.216	14.157	33.81	389.66	512.442	17325.676	172.945	5847.275	6.8
scaled_X1.4Holder	32.004	7.112	31.115	2876.328	2681.532	83435.859	227.612	7082.162	25.733
scaled_X1.4Labrador	101.456	144.491	158.553	490135.483	45941.516	7284157.13	14659.454	2324297.823	358.083
scaled_X1.4Leg	17.36	58.737	23.88	2874.107	2640.82	63061.682	1019.676	24349.452	23.45
scaled_X1.4Mask1	193.487	131.195	77.722	203017.387	54850.902	4263121.002	25384.496	1972933.402	251.1
scaled_X1.4Mask2	26.418	15.808	38.81	1738.51	2687.562	104303.588	417.608	16207.274	29.5
scaled_X1.4Moai	82.764	61.182	103.471	140506.561	19902.18	2059306.799	5063.629	523940.851	134.917
scaled_X1.4Moose	88.376	145.46	99.924	133034.549	30206.557	3018347.86	12855.23	1284540.834	298.617
scaled_X1.4Owl	107.069	97.162	211.65	909949.586	71164.078	15061846.3	10402.994	2201789.14	542
scaled_X1.4panter	36.826	151.275	50.638	62688.278	15381.817	778905.826	5570.844	282096.867	135.983
scaled_X1.4Parrot	41.948	104.919	71.182	39862.587	12115.304	862389.968	4401.092	313277.934	112.817
scaled_X1.4Pattern1	72.887	74.36	88.456	247699.521	19749.127	1746925.032	5419.898	479421.481	140.633
scaled_X1.4Pattern2	74.071	74.425	91	247262.487	26165.613	2381070.809	5512.716	501657.176	264.517
scaled_X1.4phoneHolder	35	107.437	126.669	91867.518	34302.754	4345095.491	3760.294	476312.652	190.417
scaled_X1.4PhoneStand	116.993	93.8	118.981	237591.69	59764.992	7110907.823	10973.987	1305697.638	336.817
scaled_X1.4plantygonNoholes	140	140	140	171265.601	85165.438	11923170.35	19600.028	2744005.981	472.583
scaled_X1.4Pumpkin1	100.241	98	99.899	182374.102	44076.227	4403171.049	9823.657	981373.567	306.5
scaled_X1.4Pumpkin2	120.932	117.97	83.789	497856.006	35795.969	2999291	14266.33	1195354.591	336.633
scaled_X1.4Rabbit	65.495	64.05	72.884	70659.6	12757.766	929839.847	4194.918	305743.369	110.683
scaled_X1.4RhinoHead	75.278	103.647	94.874	278335.568	28810.889	2733408.224	7802.372	740243.318	197.867
scaled_X1.4Rod	11.2	11.2	140.007	10324.262	6113.805	855975.476	125.44	17562.478	100.933
scaled_X1.4Skull	30.554	35.56	47.956	22184.618	6440.444	308859.824	1086.488	52103.925	51.617
scaled_X1.4Snake	132.84	196.531	173.364	1941309.458	92055.063	15958995.78	26107.16	4526030.975	1095.617
scaled_X1.4Squirrel	48.637	69.366	76.121	101854.105	13665.08	1040196.88	3373.773	256814.282	95.833
scaled_X1.4Toy3	64.541	71.081	57.557	41399.807	12873.418	740950.102	4587.663	264050.274	83.467
scaled_X1.4Toy4	45.615	65.271	68.603	64298.411	12066.863	827820.682	2977.315	204252.136	68.433
scaled_X1.4Toy5	100.288	73.733	69.794	64293.193	14612.021	1019831.297	7394.531	516093.843	88.717
scaled_X1.4Toy6	102.172	58.8	42	103042.861	18007.861	756330.176	6007.69	252322.981	114.3
scaled_X1.4Tyrannosaurus	22.706	117.169	41.582	14089.587	5607.005	233150.93	2660.47	110627.869	55.533
scaled_X1.4UnicornHead	70.408	125.958	93.357	176916.677	27290.826	2547777.644	8868.504	827933.063	165.117
scaled_X1.4Whale	420.313	183.752	104.165	816504.325	78593.07	8186641.844	77233.447	8045016.787	951.083
scaled_X1.4Wolf	275.024	83.274	168.169	842168.328	85790.227	14427215.27	22902.375	3851458.405	890.517
scaled_X1.5ARM	16.275	36.757	43.354	1802.521	1542.744	66884.301	598.207	25934.729	27.75
scaled_X1.5Body	39	33.744	45	22742.924	5866.574	263995.84	1316.021	59220.94	41.583
scaled_X1.5Bolt1	20.785	18	45	5316.499	2733.879	123024.573	374.123	16835.525	35.367
scaled_X1.5Bolt2	19.652	19.645	45	4438.611	2681.732	120677.959	386.072	17373.231	35.6
scaled_X1.5Bowl1	90	89.507	89.1	365592.818	36712.605	3271093.371	8055.639	717757.447	240.55
scaled_X1.5Bowl2	180	180	89.1	1425421.379	88764.664	7908932.11	32400	2886840.198	1064.433
scaled_X1.5Bowl3	189.025	190.066	89.1	1761418.535	87065.016	7757493.424	35927.385	3201130.249	875.867
scaled_X1.5Bowl4	184.481	185.497	89.1	1749865.925	83808.453	7467333.685	34220.838	3049076.871	735.933
scaled_X1.5Brick1	24	36	15	7343.39	5014.243	75213.647	864	12960	25.45
scaled_X1.5Brick2	12	12	16.8	1505.611	1414.864	23769.718	144	2419.2	13.633
scaled_X1.5Brick3	23.7	23.7	17.1	4516.717	4293.468	73418.301	561.69	9604.899	19.95
scaled_X1.5BrownBear	26.597	87.789	49.51	34018.584	8312.346	411541.717	2334.94	115602.157	76.1
scaled_X1.5Camel	32.973	136.575	93.861	63877.663	16634.988	1561376.636	4503.288	422683.098	160.317
scaled_X1.5Cannon	120	57	85.502	223294.16	37391.781	3197053.496	6840	584830.28	296.517
scaled_X1.5Cat	133.525	71.602	99.485	278850.22	26801.764	2666373.475	9560.614	951137.721	229.25
scaled_X1.5Character1	127.5	177	198	579780.705	92260.484	18267575.91	22567.5	4468365	735.433
scaled_X1.5Character2	133.5	139.5	150	584831.109	94867.477	14230121.48	18623.25	2793487.5	788.9
scaled_X1.5ChessBishop	47.628	47.628	92.688	43181.321	10847.154	1005405.876	2268.427	210256.936	84.567
scaled_X1.5ChessKing	54.756	54.756	116.7	65442.329	13914.974	1623880.353	2998.22	349892.907	111.417
scaled_X1.5ChessKnight	47.628	47.628	77.915	50415.923	10392.577	809737.182	2268.427	176744.356	74.467
scaled_X1.5ChessPawn	40.5	40.5	66.75	25412.701	6971.946	465377.415	1640.25	109486.688	58.733
scaled_X1.5ChristmasTree1	109.108	110.791	150	417395.832	41810.215	6271532.227	12088.147	1813222.016	258.917
scaled_X1.5ChristmasTree2	84.375	97.428	150	190142.19	27398.119	4109717.871	8220.488	1233073.239	155.667
scaled_X1.5Cow1	29.872	102.312	64.051	49805.405	10257.236	656987.991	3056.315	195760.543	87.9
scaled_X1.5Cow2	176.696	231.927	196.561	2023708.617	102470.406	20141650.04	40980.587	8055170.966	1336.417
scaled_X1.5Dino	62.278	102.991	88.852	138239.879	20122.967	1787975.772	6414.087	569907.627	151.517
scaled_X1.5Dog	41.712	147.826	117.796	125393.374	24293.693	2861691.505	6166.188	726350.102	213.783
scaled_X1.5Dolphin	32.343	113.315	33.365	17496.178	5563.079	185611.38	3664.904	122279.022	45.833
scaled_X1.5ElephantHead	158.9	199.819	100.607	422839.425	54295.195	5462503.349	31751.239	3194412.468	491.583
scaled_X1.5Frog	96.674	74.69	32.765	35648.838	10404.263	340894.47	7220.601	236582.169	73.8
scaled_X1.5Giraffe	105.474	76.299	117.716	123599.087	20279.313	2387189.718	8047.524	947318.492	147.933
scaled_X1.5GreatWhite	13.089	15.168	36.225	479.265	588.263	21309.826	198.534	7191.893	7.783
scaled_X1.5Holder	34.29	7.62	33.338	3537.756	3078.289	102622.458	261.29	8710.749	27.383
scaled_X1.5Labrador	108.703	154.811	169.878	602845.24	52738.984	8959194.308	16828.455	2858784.716	419.517
scaled_X1.5Leg	18.6	62.933	25.585	3535.027	3031.554	77563.108	1170.547	29948.757	26.3
scaled_X1.5Mask1	207.307	140.566	83.274	249702.556	62966.598	5243452.721	29140.362	2426621.673	290.067
scaled_X1.5Mask2	28.305	16.937	41.582	2138.291	3085.212	128288.86	479.397	19934.24	32.667
scaled_X1.5Moai	88.676	65.552	110.862	172816.933	22846.893	2532857.597	5812.84	644424.451	152.95
scaled_X1.5Moose	94.689	155.85	107.061	163626.678	34675.891	3712435.422	14757.281	1579929.164	345.05
scaled_X1.5panter	39.456	162.08	54.255	77103.842	17657.699	958020.174	6395.101	346966.831	157.15
scaled_X1.5Parrot	44.944	112.413	76.266	49029.242	13907.875	1060702.011	5052.273	385318.138	127.3
scaled_X1.5Pattern1	78.093	79.672	94.774	304659.583	22671.191	2148641.271	6221.822	589667.478	165.583
scaled_X1.5Pattern2	79.362	79.741	97.5	304122.052	30037.059	2928613.213	6328.373	617016.405	306.533
scaled_X1.5phoneHolder	37.5	115.111	135.717	112993.033	39378.16	5344277.162	4316.664	585843.736	217.583
scaled_X1.5PhoneStand	125.35	100.5	127.48	292227.404	68607.773	8746106.102	12597.689	1605951.086	391.183
scaled_X1.5plantygonNoholes	150	150	150	210649.299	97766.469	14664982.25	22500.034	3375007.896	547.483
scaled_X1.5Pumpkin1	107.402	105	107.035	224312.182	50597.711	5415708.032	11277.159	1207046.689	362.05
scaled_X1.5Pumpkin2	129.569	126.397	89.773	612341.161	41092.313	3688998.148	16377.165	1470234.434	395.383
scaled_X1.5Rabbit	70.173	68.625	78.09	86908.222	14645.395	1143662.381	4815.595	376050.975	126.817
scaled_X1.5RhinoHead	80.655	111.05	101.651	342340.586	33073.727	3361972.869	8956.802	910466.664	230.317
scaled_X1.5Rod	12	12	150.008	12698.391	7018.397	1052812.309	144	21601.081	115.117
scaled_X1.5Skull	32.736	38.1	51.382	27286.111	7393.367	379884.075	1247.244	64085.555	58.25
scaled_X1.5Snake	142.329	210.569	185.747	2387725.864	105675.453	19628867.12	29969.952	5566819.857	1304.067
scaled_X1.5Squirrel	52.112	74.321	81.558	125276.101	15686.954	1279396.582	3872.953	315870.31	109.933
scaled_X1.5Toy3	69.151	76.158	61.668	50919.954	14778.158	911336.236	5266.451	324770.328	93.8
scaled_X1.5Toy4	48.873	69.933	73.503	79084.235	13852.268	1018183.307	3417.836	251221.204	77.017
scaled_X1.5Toy5	107.452	78.999	74.779	79077.819	16774.004	1254347.962	8488.621	634772.994	100.55
scaled_X1.5Toy6	109.47	63	45	126738.211	20672.291	930253.096	6896.583	310346.242	131.117
scaled_X1.5Tyrannosaurus	24.328	125.538	44.552	17329.576	6436.613	286765.456	3054.111	136067.434	63.35
scaled_X1.5UnicornHead	75.437	134.955	100.025	217599.8	31328.758	3133655.463	10180.682	1018321.58	192.233
scaled_X1.5Whale	450.336	196.877	111.605	1004264.585	90221.633	10069211.1	88660.845	9895018.888	1127.383
scaled_X1.5Wolf	294.668	89.222	180.181	1035830.274	98483.68	17744842.78	26290.991	4737124.961	1047.383
scaled_X1.6ARM	17.36	39.207	46.244	2187.593	1755.3	81172.783	680.627	31475.157	31.35
scaled_X1.6Body	41.6	35.994	48	27601.487	6674.858	320393.18	1497.34	71872.297	45.117
scaled_X1.6Bolt1	22.17	19.2	48	6452.262	3110.547	149306.273	425.669	20432.094	38.117
scaled_X1.6Bolt2	20.962	20.955	48	5386.83	3051.215	146458.336	439.264	21084.667	38.3
scaled_X1.6Bowl1	96	95.474	95.04	443694.248	41770.785	3969895.459	9165.527	871091.658	278.583
scaled_X1.6Bowl2	192	192	95.04	1729933.539	100994.469	9598514.402	36864	3503554.594	1242.217
scaled_X1.6Bowl3	201.627	202.738	95.04	2137709.614	99060.641	9414723.376	40877.382	3884986.427	1028.783
scaled_X1.6Bowl4	196.78	197.864	95.04	2123689.096	95355.391	9062576.412	38935.708	3700449.682	870.083
scaled_X1.6Brick1	25.6	38.4	16	8912.157	5705.095	91281.516	983.04	15728.641	27.833
scaled_X1.6Brick2	12.8	12.8	17.92	1827.254	1609.801	28847.639	163.84	2936.013	14.517
scaled_X1.6Brick3	25.28	25.28	18.24	5481.622	4885.013	89102.63	639.078	11656.791	22.55
scaled_X1.6BrownBear	28.37	93.641	52.81	41285.964	9457.603	499459.25	2656.643	140298.212	85.783
scaled_X1.6Camel	35.171	145.68	100.118	77523.826	18926.918	1894932.755	5123.741	512980.776	181.717
scaled_X1.6Cannon	128	60.8	91.202	270996.437	42543.539	3880039.119	7782.4	709767.375	343.417
scaled_X1.6Cat	142.426	76.375	106.117	338420.907	30494.453	3235990.486	10877.855	1154329.096	265.333
scaled_X1.6Character1	136	188.8	211.2	703639.093	104971.938	22170072.88	25676.8	5422940.169	858.033
scaled_X1.6Character2	142.4	148.8	160	709768.413	107938.109	17270097.5	21189.12	3390259.124	916.383
scaled_X1.6ChessBishop	50.803	50.803	98.868	52406.132	12341.651	1220190.386	2580.965	255174.06	93.733
scaled_X1.6ChessKing	58.406	58.406	124.48	79422.751	15832.149	1970789.515	3411.308	424640.369	123.65
scaled_X1.6ChessKnight	50.803	50.803	83.109	61186.261	11824.444	982721.096	2580.965	214502.193	81.433
scaled_X1.6ChessPawn	43.2	43.2	71.2	30841.61	7932.526	564795.914	1866.24	132876.301	65.017
scaled_X1.6ChristmasTree1	116.382	118.177	160	506563.967	47570.734	7611317.5	13753.624	2200579.85	299.85
scaled_X1.6ChristmasTree2	90	103.923	160	230762.213	31172.979	4987676.563	9353.089	1496494.226	177.267
scaled_X1.6Cow1	31.864	109.133	68.321	60445.319	11670.455	797340.001	3477.407	237580.785	100.017
scaled_X1.6Cow2	188.475	247.389	209.665	2456032.907	116588.555	24444506.51	46626.805	9775995.961	1565.35
scaled_X1.6Dino	66.43	109.857	94.776	167772.027	22895.467	2169940.609	7297.806	691656.789	176.2
scaled_X1.6Dog	44.493	157.681	125.649	152181.123	27640.824	3473033.544	7015.751	881520.029	243.267
scaled_X1.6Dolphin	34.499	120.87	35.589	21233.881	6329.548	225263.49	4169.847	148401.467	51.75
scaled_X1.6ElephantHead	169.494	213.14	107.315	513170.481	61775.867	6629456.129	36125.854	3876833.745	569.1
scaled_X1.6Frog	103.119	79.67	34.949	43264.488	11837.74	413719.637	8215.439	287123.067	84.217
scaled_X1.6Giraffe	112.505	81.386	125.563	150003.525	23073.352	2897164.253	9156.295	1149693.916	167.233
scaled_X1.6GreatWhite	13.962	16.179	38.64	581.65	669.313	25862.237	225.888	8728.295	8.833
scaled_X1.6Holder	36.576	8.128	35.56	4293.526	3502.408	124545.641	297.29	10571.624	29.55
scaled_X1.6Labrador	115.95	165.132	181.203	731630.883	60005.246	10873145.43	19147.043	3469506.325	488.467
scaled_X1.6Leg	19.84	67.128	27.291	4290.213	3449.234	94132.892	1331.823	36346.708	29.383
scaled_X1.6Mask1	221.128	149.937	88.825	303046.42	71642	6363610.816	33155.259	2945020.579	333.817
scaled_X1.6Mask2	30.192	18.066	44.354	2595.094	3510.285	155695.159	545.448	24192.784	35.167
scaled_X1.6Moai	94.587	69.922	118.253	209735.771	25994.686	3073950.895	6613.722	782092.839	175.583
scaled_X1.6Moose	101.002	166.24	114.198	198582.158	39453.461	4505522.208	16790.508	1917449.208	395.117
scaled_X1.6panter	42.087	172.885	57.872	93575.512	20090.537	1162681.589	7276.204	421089.222	180.85
scaled_X1.6Parrot	47.94	119.907	81.351	59503.344	15824.071	1287299.524	5748.365	467633.569	143.8
scaled_X1.6Pattern1	83.3	84.983	101.092	369743.93	25794.777	2607654.758	7079.052	715638	194.5
scaled_X1.6Pattern2	84.652	85.057	104	369091.569	34175.5	3554252	7200.284	748829.544	355.917
scaled_X1.6phoneHolder	40	122.785	144.765	137131.692	44803.598	6485973.645	4911.405	710997.404	246.3
scaled_X1.6PhoneStand	133.707	107.2	135.978	354655.837	78060.406	10614534.6	14333.371	1949029.919	451.917
scaled_X1.6plantygonNoholes	160	160	160	255650.241	111236.492	17797852.33	25600.039	4096009.375	628.45
scaled_X1.6Pumpkin1	114.562	112	114.17	272231.925	57568.953	6572664.402	12830.9	1464907.652	421.317
scaled_X1.6Pumpkin2	138.207	134.823	95.758	743155.462	46753.922	4477078.254	18633.576	1784320.384	463.35
scaled_X1.6Rabbit	74.851	73.2	83.296	105474.397	16663.207	1387982.776	5479.077	456386.609	145.683
scaled_X1.6RhinoHead	86.032	118.454	108.428	415474.669	37630.551	4080189.91	10190.851	1104969.381	267.25
scaled_X1.6Rod	12.8	12.8	160.008	15411.144	7985.377	1277724.16	163.84	26215.711	124.733
scaled_X1.6Skull	34.918	40.64	54.807	33115.235	8412.01	461038.617	1419.086	77776.13	64.633
scaled_X1.6Snake	151.817	224.606	198.13	2897815	120235.188	23822176.27	34099.147	6756057.87	1540.6
scaled_X1.6Squirrel	55.586	79.275	86.995	152038.796	17848.27	1552713.797	4406.56	383349.584	126.867
scaled_X1.6Toy3	73.762	81.235	65.779	61797.968	16814.262	1106024.797	5992.05	394150.897	105.05
scaled_X1.6Toy4	52.131	74.595	78.403	95978.976	15760.803	1235697.461	3888.737	304889.484	86.1
scaled_X1.6Toy5	114.615	84.266	79.765	95971.188	19085.09	1522313.88	9658.165	770379.317	112.783
scaled_X1.6Toy6	116.768	67.2	48	153813.247	23520.471	1128982.594	7846.779	376645.403	153.633
scaled_X1.6Tyrannosaurus	25.95	133.907	47.522	21031.689	7323.436	348027.065	3474.899	165135.474	71.883
scaled_X1.6UnicornHead	80.467	143.952	106.693	264085.552	35645.16	3803096.715	11583.355	1235865.37	221.533
scaled_X1.6Whale	480.358	210.002	119.046	1218805.379	102652.172	12220293.4	100876.345	12008888.94	1323.767
scaled_X1.6Wolf	314.313	95.171	192.193	1257114.365	112052.547	21535669.92	29913.304	5749115.554	1222.667
scaled_X1.7ARM	18.445	41.657	49.135	2623.937	1981.569	97363.748	768.364	37753.285	34.267
scaled_X1.7Body	44.2	38.243	51	33106.959	7535.288	384299.692	1690.356	86208.137	49.05
scaled_X1.7Bolt1	23.556	20.4	51	7739.249	3511.517	179087.347	480.54	24507.539	40.817
scaled_X1.7Bolt2	22.272	22.265	51	6461.303	3444.536	175671.343	495.888	25290.277	40.917
scaled_X1.7Bowl1	102	101.441	100.98	532194.818	47155.301	4761742.431	10347.021	1044842.226	321.867
scaled_X1.7Bowl2	204	204	100.98	2074991.198	114013.297	11513063.1	41616	4202383.82	1444.45
scaled_X1.7Bowl3	214.229	215.409	100.98	2564103.47	111830.18	11292611.92	46146.733	4659897.304	1204.9
scaled_X1.7Bowl4	209.079	210.231	100.98	2547286.363	107647.297	10870224.4	43954.769	4438552.681	1023
scaled_X1.7Brick1	27.2	40.8	17	10689.803	6440.517	109488.791	1109.76	18865.922	31.6
scaled_X1.7Brick2	13.6	13.6	19.04	2191.724	1817.315	34601.676	184.96	3521.639	16.3
scaled_X1.7Brick3	26.86	26.86	19.38	6575.002	5514.721	106875.292	721.46	13981.887	25.067
scaled_X1.7BrownBear	30.144	99.494	56.111	49520.983	10676.746	599082.819	2999.1	168282.496	96.35
scaled_X1.7Camel	37.369	154.785	106.376	92986.954	21366.717	2272901.779	5784.223	615301.432	205.85
scaled_X1.7Cannon	136	64.6	96.902	325050.159	48027.668	4653962.812	8785.601	851339.681	393.05
scaled_X1.7Cat	151.328	81.149	112.75	405923.331	34425.379	3881450.441	12280.078	1384574.913	303.35
scaled_X1.7Character2	151.3	158.1	170	851340.887	121852	20714840	23920.531	4066490.339	1048.667
scaled_X1.7ChessBishop	53.978	53.978	105.047	62859.216	13932.568	1463573.192	2913.668	306071.786	102.45
scaled_X1.7ChessKing	62.057	62.057	132.26	95264.648	17873.012	2363888.795	3851.047	509340.396	137.1
scaled_X1.7ChessKnight	53.978	53.978	88.304	73390.652	13348.689	1178737.593	2913.668	257287.412	89.817
scaled_X1.7ChessPawn	45.9	45.9	75.65	36993.368	8955.078	677451.674	2106.81	159380.19	70.533
scaled_X1.7ChristmasTree1	123.655	125.563	170	607604.697	53702.902	9129493.398	15526.552	2639513.908	344.95
scaled_X1.7ChristmasTree2	95.625	110.418	170	276790.716	35191.359	5982531.094	10558.761	1794989.298	200.783
scaled_X1.7Cow1	33.855	115.954	72.591	72501.918	13174.85	956379.875	3925.667	284969.366	114.917
scaled_X1.7Dino	70.582	116.723	100.7	201236.313	25846.836	2602763.482	8238.537	829616.586	202.683
scaled_X1.7Dog	47.274	167.536	133.502	182535.611	31203.9	4165774.981	7920.126	1057350.565	279.583
scaled_X1.7Dolphin	36.655	128.424	37.814	25469.253	7145.466	270195.195	4707.366	178002.059	59.167
scaled_X1.7ElephantHead	180.087	226.461	114.022	615528.993	69739.172	7951787.839	40782.703	4650118.341	652.983
scaled_X1.7Frog	109.563	84.649	37.134	51894.15	13363.698	496241.336	9274.461	344393.511	95.85
scaled_X1.7Giraffe	119.537	86.472	133.411	179923.664	26047.652	3475041.242	10336.598	1379015.024	187.5
scaled_X1.7GreatWhite	14.834	17.19	41.055	697.667	755.591	31020.791	255.006	10469.266	10.267
scaled_X1.7Holder	38.862	8.636	37.783	5149.927	3953.891	149387.887	335.612	12680.27	32.117
scaled_X1.7Labrador	123.197	175.453	192.528	877564.128	67740.297	13041933.84	21615.216	4161543.84	563.5
scaled_X1.7Leg	21.08	71.324	28.997	5145.952	3893.862	112908.935	1503.503	43596.534	32.45
scaled_X1.7Mask1	234.949	159.308	94.377	363492.897	80877.102	7632914.678	37429.182	3532442.979	383.083
scaled_X1.7Mask2	32.079	19.195	47.126	3112.719	3962.784	186750.611	615.759	29018.351	38.467
scaled_X1.7Moai	100.499	74.292	125.644	251570.273	29345.566	3687090.457	7466.271	938091.223	200.3
scaled_X1.7Moose	107.314	176.63	121.336	238191.975	44539.258	5404206.826	18954.908	2299909.063	451.167
scaled_X1.7panter	44.717	183.691	61.489	112240.36	22680.336	1394593.65	8214.153	505080.922	208.567
scaled_X1.7Parrot	50.936	127.401	86.435	71372.056	17863.893	1544067.965	6489.365	560909.159	159.967
scaled_X1.7Pattern1	88.506	90.295	107.411	443494.122	29119.887	3127785.135	7991.586	858381.17	226.167
scaled_X1.7Pattern2	89.943	90.373	110.5	442711.64	38580.934	4263193.162	8128.445	898193.183	408.867
scaled_X1.7phoneHolder	42.5	130.459	153.812	164484.387	50579.063	7779685.105	5544.515	852814.993	278.533
scaled_X1.7PhoneStand	142.064	113.9	144.477	425396.509	88122.875	12731738.47	16181.034	2337789.011	525.217
scaled_X1.7plantygonNoholes	170	170	170	306642.928	125575.594	21347868.18	28900.047	4913011.906	715.867
scaled_X1.7Pumpkin1	121.722	119	121.306	326532.099	64989.953	7883667.271	14484.885	1757102.617	478.933
scaled_X1.7Pumpkin2	146.845	143.25	101.743	891387.411	52780.801	5370088.895	21035.563	2140226.002	534.85
scaled_X1.7Rabbit	79.529	77.775	88.502	126512.632	18811.197	1664833.583	6185.364	547418.757	165.15
scaled_X1.7RhinoHead	91.409	125.857	115.204	498346.515	42481.367	4894036.815	11504.516	1325369.852	309.9
scaled_X1.7Rod	13.6	13.6	170.008	18485.097	9014.742	1532582.789	184.96	31444.774	133.2
scaled_X1.7Skull	37.101	43.18	58.233	39720.497	9496.37	552998.696	1602.015	93289.574	72.767
scaled_X1.7Snake	161.306	238.644	210.513	3475821.652	135734.25	28573815.95	38494.741	8103641.072	1812.133
scaled_X1.7Squirrel	59.06	84.23	92.432	182364.9	20149.023	1862422.666	4974.594	459813.647	144.367
scaled_X1.7Toy3	78.372	86.313	69.89	74124.371	18981.725	1326635.763	6764.464	472769.442	116.817
scaled_X1.7Toy4	55.389	79.257	83.303	115123.225	17792.469	1482173.38	4390.02	365703.668	97.783
scaled_X1.7Toy5	121.778	89.533	84.75	115113.883	21545.277	1825959.132	10903.162	924041.43	126.05
