File Name	X	Y	Z	V	SA	ZSA	XY	EV	PrintTime
rotated_y_2_ElephantHead	84.494	133.212	85.307	125285.759	24131.199	2058560.193	11255.594	960180.972	235.767
rotated_y_2_Frog	34.407	49.794	59.19	10562.618	4624.117	273702.248	1713.268	101408.625	61.533
rotated_y_2_Giraffe	90.838	50.866	79.85	36621.952	9013.027	719693.52	4620.567	368953.958	109.767
rotated_y_2_Glass1	160.837	119.476	204.808	1284643.563	71491.039	14641930.09	19216.134	3935616.269	699.15
rotated_y_2_Glass2	202.709	115.405	190.591	1033029.411	66842.609	12739607.13	23393.558	4458604.283	876.283
rotated_y_2_Glass3	200.745	129.742	147.122	1316323.365	75709.063	11138446.29	26045.108	3831800.637	943.433
rotated_y_2_GreatWhite	18.71	10.112	15.538	142.042	261.45	4062.319	189.191	2939.587	5.35
rotated_y_2_Holder	29.779	5.08	30.043	1048.224	1368.128	41102.859	151.277	4544.848	18.617
rotated_y_2_Labrador	118.667	103.208	101.213	178620.812	23439.549	2372377.16	12247.374	1239588.249	277.067
rotated_y_2_LargeCreature	24.502	50.495	46.18	4427.834	4354.468	201091.455	1237.231	57135.928	35.417
rotated_y_2_Leg	19.68	41.955	19.379	1047.415	1347.357	26110.607	825.68	16000.963	11.983
rotated_y_2_Mask1	139.572	93.711	113.683	73985.927	27985.154	3181428.358	13079.38	1486899.397	215.867
rotated_y_2_Mask2	27.07	11.291	23.459	633.568	1371.205	32167.343	305.653	7170.371	18.317
rotated_y_2_Moai	81.294	43.701	61.734	51205.018	10154.174	626858.437	3552.634	219318.513	89.983
rotated_y_2_Moose	79.48	103.9	77.899	48481.98	15411.507	1200536.77	8257.946	643283.509	171.983
rotated_y_2_Owl	141.896	69.401	156.073	331614.296	36308.211	5666724.132	9847.814	1536975.963	383.55
rotated_y_2_panter	29.008	108.053	38.577	22845.583	7847.866	302749.407	3134.434	120917.957	69.967
rotated_y_2_Parrot	36.229	74.942	53.073	14527.183	6181.278	328058.758	2715.059	144096.23	67.883
rotated_y_2_Pattern1	52.199	53.114	65.519	90269.508	10076.086	660175.892	2772.516	181652.708	71.267
rotated_y_2_Pattern2	65.239	53.161	56.638	90110.239	13349.804	756103.134	3468.122	196426.679	144.717
rotated_y_2_phoneHolder	67.535	76.741	90.619	33479.417	17501.404	1585966.89	5182.675	469650.967	130.117
rotated_y_2_PhoneStand	94.625	67	82.085	86585.913	30492.344	2502976.571	6339.881	520411.749	170.9
rotated_y_2_Pitchfork	33.555	6.444	21.312	52.404	210.854	4493.821	216.238	4608.558	7.35
rotated_y_2_plantygonNoholes	108.023	100	108.023	62414.591	43451.758	4693809.239	10802.353	1166907.601	297.667
rotated_y_2_Pumpkin1	77.487	70	70.727	66462.87	22487.871	1590488.963	5424.064	383625.18	187.867
rotated_y_2_Pumpkin2	68.183	84.265	76.652	181434.426	18263.25	1399908.655	5745.447	440398.104	156.617
rotated_y_2_Rabbit	62.609	45.75	43.917	25750.584	6509.064	285861.661	2864.374	125796.061	62.433
rotated_y_2_RhinoHead	59.994	74.034	73.084	101434.257	14699.433	1074288.73	4441.563	324605.799	132.917
rotated_y_2_Rod	100.157	8	16.081	3762.486	3119.288	50160.217	801.252	12884.668	29.017
rotated_y_2_Skull	25.947	25.4	32.256	8084.774	3285.941	105990.312	659.051	21258.158	30.333
rotated_y_2_Snake	126.419	140.379	101.031	707474.322	46966.867	4745126.675	17746.548	1792957.973	522.717
rotated_y_2_Squirrel	57.592	49.547	42.267	37118.845	6971.98	294688.017	2853.496	120610.079	67.25
rotated_y_2_Toy3	50.024	50.772	48.772	15087.394	6568.07	320335.666	2539.808	123870.653	65.667
rotated_y_2_Toy4	32.206	46.622	50.528	23432.366	6156.563	311080.389	1501.5	75868.173	48.383
rotated_y_2_Toy5	51.943	52.666	71.552	23430.465	7455.113	533428.849	2735.634	195740.275	77.633
rotated_y_2_Toy6	73.29	42	30.735	37552.063	9187.685	282383.806	3078.195	94608.444	59.217
rotated_y_2_Tyrannosaurus	29.132	83.692	27.56	5134.689	2860.717	78840.782	2438.09	67193.271	32.883
rotated_y_2_UnicornHead	73.868	89.97	73.313	64474.008	13923.892	1020801.783	6645.934	487233.144	106.917
rotated_y_2_Vase1	181.95	131.852	131.807	1153719.437	64448.113	8494680.456	23990.438	3162095.707	740.1
rotated_y_2_Vase2	146.307	109.631	189.429	677791.245	54633.961	10349267.47	16039.813	3038408.95	496.15
rotated_y_2_Vase3	121.507	122.7	189.334	746800.046	53746.066	10175958.54	14908.905	2822762.801	423.433
rotated_y_2_Vase4	182.277	120	119.972	1366470.814	75910.938	9107213.644	21873.193	2624178.433	791.367
rotated_y_2_Vase5	197.724	115.911	141.289	1270092.257	73507.836	10385819.58	22918.35	3238101.684	792.9
rotated_y_2_Vase6	204.119	121.13	176.772	1226886.269	76504.414	13523817.51	24724.907	4370664.535	995.967
rotated_y_2_Vase7	160.914	106.421	196.534	554016.18	59480.078	11689830.24	17124.681	3365574.221	604.217
rotated_y_2_Vase8	190.226	129.157	133.297	1422953.648	82588.125	11008737.71	24569.031	3274974.626	962.15
rotated_y_2_Wolf	195.253	59.482	122.451	306912.673	43770.523	5359750.887	11613.948	1422141.335	419.267
rotated_y_3_ARM	10.626	24.504	28.951	534.08	685.664	19850.736	260.384	7538.4	12.283
rotated_y_3_Bear	203.216	114.764	114.926	521494.17	56594.398	6504191.724	23321.811	2680292.276	503.917
rotated_y_3_Body	33.398	22.496	33.059	6738.644	2607.366	86196.724	751.32	24837.832	27.267
rotated_y_3_Bolt1	31.103	12	20.944	1575.259	1215.058	25447.817	373.232	7816.859	16.767
rotated_y_3_Bolt2	31.215	13.097	19.928	1315.144	1191.881	23751.59	408.819	8146.878	16.083
rotated_y_3_Bowl1	60.116	59.671	62.498	108323.792	16316.713	1019768.662	3587.234	224196.451	121.9
rotated_y_3_Bowl2	116.682	120	83.271	422347.052	39450.961	3285121.416	14001.784	1165942.719	387.017
rotated_y_3_Bowl3	103.077	126.711	115.075	521901.777	38695.563	4452887.603	13060.978	1502990.659	338.817
rotated_y_3_Bowl4	118.98	123.665	87.66	518478.766	37248.199	3265194.331	14713.718	1289811.3	326.467
rotated_y_3_Brick1	15.294	24	17.885	2175.819	2228.553	39858.117	367.056	6564.873	18.45
rotated_y_3_Brick2	8.99	8	11.823	446.107	628.829	7434.514	71.917	850.255	7.95
rotated_y_3_Brick3	17.94	15.8	18.28	1338.287	1908.208	34882.204	283.454	5181.559	16.35
rotated_y_3_BrownBear	33.417	58.526	18.112	10079.581	3694.376	66914.124	1955.729	35422.999	34.217
rotated_y_3_Camel	53.234	91.05	52.608	18926.715	7393.327	388945.657	4846.923	254985.286	83.317
rotated_y_3_Cannon	91.396	38	77.938	66161.236	16618.57	1295215.529	3473.049	270681.972	174.833
rotated_y_3_Cat	86.945	47.735	85.485	82622.287	11911.895	1018292.855	4150.3	354790.006	108.967
rotated_y_3_Character1	135.433	118	99.604	171786.875	41004.66	4084218.319	15981.06	1591773.624	371.683
rotated_y_3_Character2	94.047	93	107.604	173283.288	42163.32	4536955.594	8746.348	941144.869	372.617
rotated_y_3_ChessBishop	40.02	31.752	63.709	12794.466	4820.958	307138.933	1270.723	80956.611	57.783
rotated_y_3_ChessKing	79.459	36.504	51.261	19390.321	6184.433	317022.192	2900.588	148687.984	59.7
rotated_y_3_ChessKnight	55.063	31.752	39.319	14938.051	4618.923	181613.351	1748.365	68744.67	40.833
rotated_y_3_ChessPawn	33.142	27	46.786	7529.69	3098.643	144971.683	894.824	41864.827	41.867
rotated_y_3_Chicken	141.163	92.411	168.112	736649.16	50966.633	8568105.661	13044.993	2193020.591	539.95
rotated_y_3_ChristmasTree1	102.372	73.861	77.517	123672.838	18582.318	1440453.338	7561.261	586129.4	160.45
rotated_y_3_ChristmasTree2	56.115	64.952	101.47	56338.426	12176.942	1235597.053	3644.757	369834.279	88.983
rotated_y_3_Cone1	130.202	120.923	188.843	959937.495	63013.438	11899632.3	15744.453	2973226.243	626.1
rotated_y_3_Cone2	144.818	132.4	187.433	1082047.446	68108.648	12765794.7	19173.944	3593825.939	834.817
rotated_y_3_Cone3	121.581	59.671	168.157	216768.131	33913.805	5702848.751	7254.895	1219962.491	345.967
rotated_y_3_Cow1	27.041	68.208	43.723	14757.157	4558.771	199321.529	1844.391	80641.651	37.183
rotated_y_3_Cow2	123.531	154.618	126.104	599617.378	45542.402	5743082.758	19100.118	2408602.867	540.317
rotated_y_3_Cup1	190.576	133.26	136.11	1084936.254	83008.672	11298283.78	25396.201	3456668.823	915.133
rotated_y_3_Cup2	60.448	56.685	181.597	199538.722	35842.133	6508821.062	3426.518	622245.166	257.033
rotated_y_3_Cup3	188.714	93.645	109.828	740039.189	62090.078	6819247.757	17672.069	1940893.323	644.133
rotated_y_3_Cup4	194.296	94.608	124.307	714724.722	59614.094	7410475.939	18381.931	2285010.987	672.733
rotated_y_3_Cup5	157.012	45.295	161.853	135525.16	31504.158	5099040.495	7111.944	1151088.959	374.833
rotated_y_3_Cylinder1	215.93	129.344	204.395	2073706.054	91842.047	18772041.55	27929.211	5708587.018	981.85
rotated_y_3_Cylinder2	135.94	120	190.587	1792241.669	89380.344	17034763.44	16312.831	3109019.419	852.517
rotated_y_3_Cylinder3	192.291	140	215.621	2224922.533	101486.305	21882601.95	26920.691	5804672.517	1326.167
rotated_y_3_Cylinder4	190.058	120	215.182	1729858.956	90359.109	19443665.52	22806.991	4907656.87	1002.817
rotated_y_3_Cylinder5	205.323	120	190.35	1223195.042	83903.898	15971143.43	24638.798	4690005.918	925.317
rotated_y_3_Dino	47.919	68.661	62.137	40959.965	8943.541	555729.048	3290.182	204443.605	85.617
rotated_y_3_Dog	69.546	98.551	69.558	37153.592	10797.197	751031.433	6853.853	476740.322	116.2
rotated_y_3_Dolphin	21.442	75.544	24.66	5184.053	2472.479	60971.457	1619.838	39945.271	23.317
rotated_y_3_ElephantHead	72.386	133.212	101.532	125285.759	24131.199	2450087.758	9642.744	979046.585	262.267
rotated_y_3_Frog	32.241	49.794	60.977	10562.619	4624.117	281965.47	1605.411	97893.368	58.417
rotated_y_3_Giraffe	80.455	50.866	87.177	36621.952	9013.027	785729.39	4092.409	356764.254	87.917
rotated_y_3_Glass1	191.409	119.476	204.312	1284643.575	71491.031	14606468.78	22868.65	4672337.495	902.05
rotated_y_3_Glass2	183.674	115.405	204.908	1033029.372	66842.609	13696585.72	21196.823	4343398.637	757.483
rotated_y_3_Glass3	139.714	129.742	197.851	1316323.364	75709.063	14979118.19	18126.854	3586417.294	773.333
rotated_y_3_Holder	30.423	5.08	30.617	1048.224	1368.128	41887.769	154.547	4731.737	18.867
rotated_y_3_Labrador	117.568	103.208	72.07	178620.812	23439.547	1689291.892	12133.878	874490.558	231.583
rotated_y_3_LargeCreature	37.839	50.495	36.689	4427.834	4354.468	159762.993	1910.672	70101.47	28.033
rotated_y_3_Leg	16.414	41.955	19.508	1047.415	1347.357	26284.855	688.642	13434.34	15.333
rotated_y_3_Mask1	136.924	93.711	119.33	73985.931	27985.156	3339482.198	12831.2	1531153.291	267.65
rotated_y_3_Mask2	27.708	11.291	20.567	633.568	1371.205	28201.749	312.856	6434.546	16.35
rotated_y_3_Moai	59.081	43.701	78.302	51205.019	10154.174	795089.35	2581.915	202168.406	85.767
rotated_y_3_Moose	71.447	103.9	63.125	48481.981	15411.507	972855.896	7423.323	468599.423	147.65
rotated_y_3_Owl	161.143	69.401	125.916	331614.291	36308.207	4571772.298	11183.546	1408183.702	355.883
rotated_y_3_panter	36.664	108.053	39.346	22845.583	7847.866	308778.946	3961.616	155872.124	77.783
rotated_y_3_Parrot	38.303	74.942	52.816	14527.183	6181.278	326472.386	2870.513	151609.954	69.733
rotated_y_3_Pattern1	52.016	53.114	65.24	90269.508	10076.086	657363.518	2762.827	180246.759	69.85
rotated_y_3_Pattern2	59.759	53.161	62.132	90110.237	13349.805	829451.287	3176.818	197382.342	143.9
rotated_y_3_phoneHolder	90.549	76.741	25.259	33479.415	17501.404	442071.189	6948.803	175521.097	58
rotated_y_3_PhoneStand	91.939	67	82.52	86585.892	30492.344	2516233.92	6159.888	508315.125	209.7
rotated_y_3_Pitchfork	36.793	6.444	14.81	52.404	210.854	3122.66	237.104	3511.41	5.817
rotated_y_3_plantygonNoholes	111.713	100	111.713	62414.598	43451.758	4854140.696	11171.341	1247987.737	464.333
rotated_y_3_Pumpkin1	72.849	70	72.163	66462.869	22487.871	1622782.679	5099.402	367985.99	179.133
rotated_y_3_Pumpkin2	60.333	84.265	86.576	181434.403	18263.25	1581163.107	5083.902	440145.032	156.9
rotated_y_3_Rabbit	64.557	45.75	52.243	25750.584	6509.064	340052.756	2953.476	154298.329	69.5
rotated_y_3_RhinoHead	70.194	74.034	55.328	101434.25	14699.434	813295.239	5196.742	287527.112	137.483
rotated_y_3_Rod	87.614	8	59.174	3762.486	3119.288	184580.443	700.909	41475.516	52.6
rotated_y_3_Skull	34.082	25.4	23.278	8084.774	3285.941	76489.968	865.677	20151.184	28.133
rotated_y_3_Snake	124.711	140.379	94.6	707474.326	46966.867	4443060.189	17506.816	1656142.768	515.833
rotated_y_3_Squirrel	39.249	49.547	57.848	37118.845	6971.98	403314.776	1944.675	112495.445	60.733
rotated_y_3_Toy3	44.894	50.772	45.003	15087.394	6568.07	295585.789	2279.386	102580.228	63.783
rotated_y_3_Toy4	50.639	46.622	40.146	23432.367	6156.563	247159.307	2360.871	94778.722	54.75
rotated_y_3_Toy5	66.775	52.666	62.69	23430.465	7455.113	467357.714	3516.801	220466.698	75.75
rotated_y_3_Toy6	73.411	42	32.844	37552.063	9187.685	301758.436	3083.255	101265.811	68.283
rotated_y_3_Tyrannosaurus	30.22	83.692	24.238	5134.69	2860.717	69338.199	2529.198	61302.82	32
rotated_y_3_UnicornHead	74.77	89.97	71.608	64474.003	13923.89	997059.895	6727.04	481708.913	138.317
rotated_y_3_Vase1	171.81	131.852	188.643	1153719.444	64448.109	12157674.23	22653.454	4273411.924	801.383
rotated_y_3_Vase2	144	109.631	189.959	677791.268	54633.957	10378200.15	15786.83	2998847.075	449.45
rotated_y_3_Vase3	185.541	122.7	122.308	746800.047	53746.063	6573556.118	22765.837	2784436.608	545.983
rotated_y_3_Vase4	186.358	120	209.9	1366470.755	75910.938	15933704.16	22363.019	4693997.168	907.433
rotated_y_3_Vase5	189.369	115.911	209.713	1270092.29	73507.836	15415526.18	21949.914	4603175.557	847.467
rotated_y_3_Vase6	197.209	121.13	203.716	1226886.259	76504.414	15585168.81	23887.796	4866324.791	1025.55
rotated_y_3_Vase7	113.477	106.421	185.857	554016.199	59480.082	11054805.62	12076.389	2244484.744	371.633
rotated_y_3_Vase8	206.603	129.157	199.774	1422953.661	82588.125	16498957.74	26684.172	5330802.927	1109.15
rotated_y_3_Wolf	207.777	59.482	125.854	306912.666	43770.523	5508681.936	12358.929	1555416.875	503.817
rotated_y_4_ARM	14.11	24.504	27.951	534.08	685.664	19164.982	345.758	9664.273	13.133
rotated_y_4_Bear	209.683	114.764	114.356	521494.151	56594.398	6471888.893	24063.982	2751852.141	554
rotated_y_4_Body	34.46	22.496	30.194	6738.645	2607.366	78727.552	775.213	23407	28.533
rotated_y_4_Bolt1	30.897	12	14.389	1575.259	1215.058	17483.629	370.764	5334.981	12.45
rotated_y_4_Bolt2	30.869	13.097	21.892	1315.144	1191.881	26092.347	404.288	8850.566	17.283
rotated_y_4_Bowl1	74.105	59.671	76.329	108323.792	16316.713	1245442.401	4421.976	337526.063	171.817
rotated_y_4_Bowl2	112.31	120	105.609	422347.042	39450.961	4166367.249	13477.231	1423313.699	426.25
rotated_y_4_Bowl3	89.107	126.711	120.23	521901.777	38695.563	4652382.075	11290.782	1357494.994	348.55
rotated_y_4_Bowl4	122.918	123.665	62.602	518478.77	37248.199	2331806.27	15200.621	951587.003	282.967
rotated_y_4_Brick1	15.84	24	17.87	2175.819	2228.552	39823.436	380.152	6793.175	18.6
rotated_y_4_Brick2	12.405	8	12.542	446.107	628.829	7886.695	99.242	1244.68	7.3
rotated_y_4_Brick3	16.593	15.8	18.425	1338.287	1908.208	35159.481	262.163	4830.455	16.517
rotated_y_4_BrownBear	32.857	58.526	25.996	10079.58	3694.376	96040.804	1922.968	49990.425	40.6
rotated_y_4_Camel	63.179	91.05	24.125	18926.715	7393.327	178365.357	5752.459	138779.107	67.183
rotated_y_4_Cannon	58.228	38	80.245	66161.233	16618.57	1333555.445	2212.653	177554.075	106.217
rotated_y_4_Cat	88.805	47.735	72.595	82622.287	11911.895	864740.181	4239.076	307734.353	99.783
rotated_y_4_Character1	86.862	118	133.503	171786.878	41004.66	5474249.144	10249.757	1368374.356	389.65
rotated_y_4_Character2	102.431	93	88.901	173283.294	42163.32	3748367.814	9526.113	846882.415	323.333
rotated_y_4_ChessBishop	55.479	31.752	55.069	12794.465	4820.958	265485.789	1761.557	97007.352	50.617
rotated_y_4_ChessKing	59.444	36.504	76.742	19390.32	6184.433	474606.416	2169.938	166525.626	76.35
rotated_y_4_ChessKnight	35.167	31.752	54.253	14938.051	4618.923	250591.956	1116.623	60580.524	48.75
rotated_y_4_ChessPawn	46.658	27	35.809	7529.69	3098.643	110959.877	1259.777	45111.609	33.683
rotated_y_4_Chicken	162.532	92.411	143.559	736649.157	50966.633	7316731.575	15019.732	2156221.499	539.983
rotated_y_4_ChristmasTree1	101.714	73.861	79.303	123672.84	18582.316	1473634.315	7512.639	595775.132	162.067
rotated_y_4_ChristmasTree2	54.963	64.952	104.797	56338.43	12176.942	1276103.929	3569.988	374123.099	93.333
rotated_y_4_Cone1	164.547	120.923	178.493	959937.495	63013.438	11247475.53	19897.55	3551579.059	811.217
rotated_y_4_Cone2	145.025	132.4	187.37	1082047.457	68108.648	12761484.91	19201.375	3597752.418	962.217
rotated_y_4_Cone3	156.091	59.671	140.043	216768.133	33913.805	4749392.477	9314.155	1304382.594	359.433
rotated_y_4_Cow1	37.932	68.208	42.054	14757.157	4558.771	191713.484	2587.288	108805.207	50.4
rotated_y_4_Cow2	139.856	154.618	109.838	599617.385	45542.402	5002289.052	21624.276	2375168.506	597.983
rotated_y_4_Cup1	166.639	133.26	205.087	1084936.228	83008.672	17024007.56	22206.333	4554232.391	950.083
rotated_y_4_Cup2	187.592	56.685	111.114	199538.722	35842.133	3982569.525	10633.681	1181552.848	444.6
rotated_y_4_Cup3	156.116	93.645	201.463	740039.194	62090.082	12508836.04	14619.428	2945269.59	700.6
rotated_y_4_Cup4	200.332	94.608	147.624	714724.728	59614.098	8800489.323	18952.976	2797919.824	719.333
rotated_y_4_Cup5	185.173	45.295	100.046	135525.153	31504.16	3151860.084	8387.477	839132.205	379.233
rotated_y_4_Cylinder1	209.723	129.344	214.002	2073706.046	91842.047	19654347.98	27126.277	5805067.545	988.717
rotated_y_4_Cylinder2	174.524	120	210.282	1792241.719	89380.344	18795041.78	20942.833	4403892.376	900.017
rotated_y_4_Cylinder3	216.331	140	200.02	2224922.53	101486.305	20299286.45	30286.393	6057882.974	1417.4
rotated_y_4_Cylinder4	215.883	120	193.916	1729858.976	90359.109	17522039.86	25906.018	5023580.736	1158.65
rotated_y_4_Cylinder5	203.427	120	194.727	1223194.949	83903.898	16338313.88	24411.207	4753509.362	931.283
rotated_y_4_Dino	58.716	68.661	59.58	40959.963	8943.541	532853.768	4031.457	240193.116	90.367
rotated_y_4_Dog	57.428	98.551	76.71	37153.593	10797.197	828257.77	5659.573	434148.336	113.95
rotated_y_4_Dolphin	21.562	75.544	23.196	5184.053	2472.48	57350.586	1628.842	37781.921	25.25
rotated_y_4_ElephantHead	99.365	133.212	74.913	125285.762	24131.199	1807743.153	13236.598	991594.725	234.867
rotated_y_4_Frog	51.771	49.794	39.66	10562.619	4624.117	183392.963	2577.891	102239.425	51.633
rotated_y_4_Giraffe	90.392	50.866	79.961	36621.952	9013.027	720689.016	4597.884	367650.545	102.967
rotated_y_4_Glass1	119.473	119.476	180.615	1284643.536	71491.031	12912382.46	14274.155	2578132.453	561.817
rotated_y_4_Glass2	205.288	115.405	166.57	1033029.185	66842.609	11133994.33	23691.134	3946239.513	832.3
rotated_y_4_Glass3	134.319	129.742	195.507	1316323.375	75709.063	14801638.11	17426.879	3407073.629	735.367
rotated_y_4_Holder	22.732	5.08	23.351	1048.224	1368.128	31947.237	115.476	2696.492	13.583
rotated_y_4_Labrador	115.847	103.208	109.282	178620.812	23439.547	2561511.387	11956.24	1306597.137	263.35
rotated_y_4_LargeCreature	49.518	50.495	14.419	4427.834	4354.468	62787.326	2500.427	36053.797	34.733
rotated_y_4_Leg	19.856	41.955	17.721	1047.415	1347.357	23875.912	833.051	14762.134	14.167
rotated_y_4_Mask1	139.992	93.711	64.333	73985.924	27985.154	1800373.42	13118.724	843968.946	175.783
rotated_y_4_Mask2	19.99	11.291	27.776	633.568	1371.205	38086.498	225.712	6269.347	14.333
rotated_y_4_Moai	74.389	43.701	59.109	51205.018	10154.174	600202.337	3250.882	192156.164	91.233
rotated_y_4_Moose	70.942	103.9	80.143	48481.974	15411.507	1235127.532	7370.922	590729.336	136.733
rotated_y_4_Owl	144.635	69.401	154.485	331614.3	36308.211	5609086.177	10037.861	1550702.384	338.583
rotated_y_4_panter	38.969	108.053	36.686	22845.583	7847.866	287906.168	4210.744	154474.999	77.733
rotated_y_4_Parrot	32.64	74.942	52.667	14527.183	6181.278	325551.08	2446.135	128831.271	68.117
rotated_y_4_Pattern1	58.431	53.114	63.931	90269.508	10076.086	644177.13	3103.542	198413.459	78.333
rotated_y_4_Pattern2	56.904	53.161	64.796	90110.239	13349.805	865009.329	3025.057	196010.56	145.433
rotated_y_4_phoneHolder	43.014	76.741	93.681	33479.417	17501.404	1639550.52	3300.942	309235.822	143.8
rotated_y_4_PhoneStand	90.809	67	82.311	86585.892	30492.344	2509855.68	6084.191	500795.93	208.783
rotated_y_4_Pitchfork	34.472	6.444	19.755	52.404	210.854	4165.397	222.152	4388.587	7.117
rotated_y_4_plantygonNoholes	109.151	100	109.151	62414.582	43451.762	4742815.22	10915.134	1191400.832	284.617
rotated_y_4_Pumpkin1	71.033	70	74.699	66462.87	22487.871	1679820.569	4972.296	371425.33	142.767
rotated_y_4_Pumpkin2	81.565	84.265	64.414	181434.412	18263.25	1176414.725	6873.059	442723.412	168.817
rotated_y_4_Rabbit	43.924	45.75	62.544	25750.584	6509.064	407101.429	2009.502	125681.819	67.483
rotated_y_4_RhinoHead	72.666	74.034	65.011	101434.249	14699.434	955619.293	5379.71	349738.269	136.017
rotated_y_4_Rod	95.592	8	42.067	3762.486	3119.288	131218.715	764.735	32170.014	42.133
rotated_y_4_Skull	33.037	25.4	25.144	8084.774	3285.941	82620.674	839.127	21098.751	29.683
rotated_y_4_Snake	122.546	140.379	113.857	707474.324	46966.867	5347527.845	17202.921	1958680.759	518.483
rotated_y_4_Squirrel	35.061	49.547	57.05	37118.845	6971.98	397753.421	1737.145	99104.605	58.55
rotated_y_4_Toy3	50.077	50.772	49.971	15087.394	6568.07	328211.067	2542.5	127050.512	69.583
rotated_y_4_Toy4	32.374	46.622	50.246	23432.366	6156.563	309344.698	1509.335	75838.549	55.433
rotated_y_4_Toy5	63.523	52.666	64.937	23430.465	7455.113	484111.641	3345.546	217249.258	83.267
rotated_y_4_Toy6	69.461	42	43.455	37552.062	9187.685	399250.219	2917.375	126774.325	76.083
rotated_y_4_Tyrannosaurus	27.688	83.692	29.056	5134.689	2860.717	83121.583	2317.304	67332.052	32.933
rotated_y_4_UnicornHead	71.859	89.97	74.668	64474.008	13923.891	1039674.048	6465.139	482741.335	126.067
rotated_y_4_Vase1	146.77	131.852	195.586	1153719.42	64448.109	12605142.91	19351.881	3784955.514	701.467
rotated_y_4_Vase2	141.065	109.631	190.527	677791.289	54633.957	10409259.38	15465.08	2946519.686	517.133
rotated_y_4_Vase3	143.638	122.7	195.572	746800.068	53746.066	10511239.16	17624.273	3446818.695	531.783
rotated_y_4_Vase4	205.368	120	160.76	1366470.794	75910.938	12203462.75	24644.187	3961806.137	889.85
rotated_y_4_Vase5	132.422	115.911	193.49	1270092.322	73507.844	14223044.31	15349.152	2969909.918	657.5
rotated_y_4_Vase6	162.631	121.13	199.314	1226886.289	76504.414	15248403.93	19699.485	3926383.956	849.833
rotated_y_4_Vase7	197.484	106.421	175.667	554016.141	59480.078	10448708.2	21016.459	3691905.751	618.15
rotated_y_4_Vase8	128.202	129.157	186.352	1422953.677	82588.125	15390495.45	16558.22	3085664.132	750.333
rotated_y_4_Whale	299.125	131.252	79.917	297559.886	40098.5	3204533.767	39260.608	3137572.339	509.6
rotated_y_4_Wolf	155.607	59.482	177.044	306912.663	43770.523	7749291.464	9255.76	1638673.113	439.283
rotated_y_5_ARM	25.99	24.504	18.205	534.08	685.664	12482.802	636.875	11594.572	13.8
rotated_y_5_Bear	187.35	114.764	196.633	521494.126	56594.398	11128303.65	21501.006	4227798.591	797.45
rotated_y_5_Body	32.606	22.496	33.736	6738.644	2607.366	87962.395	733.514	24745.907	30.7
rotated_y_5_Bolt1	25.726	12	29.239	1575.259	1215.058	35527.096	308.706	9026.271	23.167
rotated_y_5_Bolt2	30.939	13.097	21.829	1315.144	1191.881	26017.982	405.204	8845.33	16.95
rotated_y_5_Bowl1	76.325	59.671	75.171	108323.792	16316.713	1226549.81	4554.448	342364.169	160.383
rotated_y_5_Bowl2	119.877	120	63.691	422347.053	39450.965	2512674.185	14385.194	916208.412	447.4
rotated_y_5_Bowl3	71.61	126.711	124.903	521901.745	38695.563	4833199.514	9073.765	1133342.27	349.15
rotated_y_5_Bowl4	122.608	123.665	77.931	518478.776	37248.199	2902777.753	15162.33	1181610.79	386.967
rotated_y_5_Brick1	17.887	24	15.566	2175.819	2228.553	34689.898	429.293	6682.42	17.417
rotated_y_5_Brick2	9.681	8	12.209	446.107	628.829	7677.362	77.451	945.602	8.017
rotated_y_5_Brick3	18.259	15.8	18.03	1338.287	1908.208	34405.334	288.487	5201.47	13.6
rotated_y_5_BrownBear	23.393	58.526	33.354	10079.581	3694.376	123222.541	1369.104	45665.222	38.9
rotated_y_5_Camel	29.14	91.05	63.762	18926.714	7393.327	471416.972	2653.238	169177.082	72.3
rotated_y_5_Cannon	77.861	38	74.36	66161.234	16618.57	1235763.111	2958.727	220012.068	161.067
rotated_y_5_Cat	88.344	47.735	65.821	82622.287	11911.895	784052.436	4217.09	277572.939	98.267
rotated_y_5_Character1	92.301	118	135.988	171786.88	41004.664	5576130.639	10891.552	1481117.234	378.75
rotated_y_5_Character2	102.586	93	105.782	173283.294	42163.324	4460105.546	9540.516	1009211.453	321.65
rotated_y_5_ChessBishop	62.428	31.752	45.349	12794.466	4820.958	218623.354	1982.215	89890.523	47.95
rotated_y_5_ChessKing	80.042	36.504	45.545	19390.32	6184.433	281672.756	2921.845	133076.763	54.883
rotated_y_5_ChessKnight	54.75	31.752	52.757	14938.051	4618.924	243682.696	1738.416	91714.402	47.95
rotated_y_5_ChessPawn	43.32	27	42.648	7529.689	3098.643	132149.569	1169.642	49882.389	36.583
rotated_y_5_Chicken	185.777	92.411	132.817	736649.157	50966.633	6769247.782	17167.762	2280174.851	646.333
rotated_y_5_ChristmasTree1	104.4	73.861	68.679	123672.835	18582.318	1276224.132	7711.04	529590.272	144.683
rotated_y_5_ChristmasTree2	96.935	64.952	76.57	56338.43	12176.942	932387.081	6296.116	482092.907	109.833
rotated_y_5_Cone1	187.014	120.923	144.476	959937.501	63013.434	9103926.778	22614.299	3267222.797	726.8
rotated_y_5_Cone2	131.678	132.4	188.977	1082047.452	68108.656	12870950.13	17434.198	3294657.407	733.117
rotated_y_5_Cone3	132.842	59.671	161.433	216768.135	33913.805	5474803.564	7926.881	1279659.363	501.05
